Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,iT_Sepi_28B01,iT_Shom_28A10,Scap_29E04_ad,Scap_2C01_ad,Scap_2C12_adm,Scap_58D05_ad,Scap_6C02_adm,Scap_6C05_adm,Scap_9C11_adm,Scap_DM01A05_,Scap_DM12A11_,Scap_DM16A07_,Scap_DM18D08_,Scap_DM21F09_,Scap_DM21G11,Scap_DM21G12_,Scap_DM23E01_,Scap_DM23E05_,Scap_DM28A07_,Scap_DM34E02_,Scap_DM3F02_a,Scap_LM7D7_a,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
group_1184,,hypothetical protein,4,4,1,1,1686,NA,NA,NA,228,228,228,,,,,,,,Scap_6C05_adm_01898,,,,Scap_DM16A07__00663,,Scap_DM21F09__01268,,,Scap_DM23E01__00675,,,,,,320840.Q4ZCB2_9CAUD,5.13e-46,148,"4QAQV@10239|Viruses,4QUPK@35237|dsDNA viruses  no RNA stage,4QPCB@28883|Caudovirales,4QKM5@10699|Siphoviridae",10699|Siphoviridae,S,sequence-specific DNA binding,-,"GO:0001047,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010944,GO:0016032,GO:0016070,GO:0018130,GO:0019012,GO:0019042,GO:0019044,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0043565,GO:0043900,GO:0043902,GO:0043903,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044403,GO:0044419,GO:0045892,GO:0045934,GO:0046483,GO:0046782,GO:0048518,GO:0048519,GO:0048523,GO:0048524,GO:0050434,GO:0050789,GO:0050792,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098689,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,-,-,-,-,-,-,-,-,-,HTH_3
group_1182,,hypothetical protein,4,4,1,1,1684,NA,NA,NA,231,231,231,,,,,,,,Scap_6C05_adm_01918,,,,Scap_DM16A07__00683,,Scap_DM21F09__01248,,,Scap_DM23E01__00695,,,,,,1234593.ANBY01000020_gene1353,1.87e-35,121,"2BE2A@1|root,327SZ@2|Bacteria,1TW1V@1239|Firmicutes,4I4R6@91061|Bacilli,4H06E@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_1162,,plasmid replication-associated protein,4,4,1,1,1661,NA,NA,NA,243,243,243,,,,,Scap_2C12_adm_02418,,,,Scap_9C11_adm_02442,Scap_DM01A05__02482,,,,,,,,,,,,Scap_LM7D7_a_02437,1232666.JANE01000106_gene802,5.8e-43,140,"29IBV@1|root,30591@2|Bacteria,1TXWQ@1239|Firmicutes,4I6ZA@91061|Bacilli,4GZKF@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_1122,,hypothetical protein,4,4,1,1,1612,NA,NA,NA,273,273,273,,,,,,,,Scap_6C05_adm_02430,,,,Scap_DM16A07__02399,,,,,Scap_DM23E01__02420,Scap_DM23E05__02345,,,,,435838.HMPREF0786_01864,9.38e-47,151,"2BRMA@1|root,32KKQ@2|Bacteria,1TY7G@1239|Firmicutes,4I7AV@91061|Bacilli,4H09F@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_1116,,hypothetical protein,4,4,1,1,1606,NA,NA,NA,276,276,276,,,,,,,,Scap_6C05_adm_02438,,,,Scap_DM16A07__02443,,,,,Scap_DM23E01__02412,Scap_DM23E05__02353,,,,,435838.HMPREF0786_01872,2.13e-55,173,"COG1813@1|root,COG1813@2|Bacteria,1VEXE@1239|Firmicutes,4HSMQ@91061|Bacilli",91061|Bacilli,K,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3
group_1065,,hypothetical protein,4,4,1,1,1535,NA,NA,NA,321,321,321,,iT_Shom_28A10_02471,,,,,,,,,Scap_DM12A11__02376,,,,Scap_DM21G11_00185,,,,,Scap_DM34E02__02375,,,1229783.C273_11650,7.84e-71,213,"2B30C@1|root,31VMI@2|Bacteria,1U6SC@1239|Firmicutes,4IGJW@91061|Bacilli,4H0VK@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_1044,,helix-turn-helix transcriptional regulator,4,4,1,1,1511,NA,NA,NA,333,333,333,iT_Sepi_28B01_02361,iT_Shom_28A10_02448,,,,,,,,Scap_DM01A05__02458,,,,,,,,,,,,Scap_LM7D7_a_02457,1194526.A284_12307,6.83e-76,226,"COG1733@1|root,COG1733@2|Bacteria,1VA9M@1239|Firmicutes,4IR1E@91061|Bacilli,4H1P6@90964|Staphylococcaceae",91061|Bacilli,K,HxlR-like helix-turn-helix,-,-,-,-,-,-,-,-,-,-,-,-,HxlR
group_1005,,hypothetical protein,4,4,1,1,1465,NA,NA,NA,357,357,357,,,,,,,,Scap_6C05_adm_02517,,,,Scap_DM16A07__02456,,,,Scap_DM21G12__02322,,,Scap_DM28A07__02282,,,,525378.HMPREF0793_1658,6.35e-69,209,"2DZIG@1|root,32VBI@2|Bacteria,1VIUB@1239|Firmicutes,4HRZP@91061|Bacilli,4GZSX@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_857,,hypothetical protein,4,4,1,1,1261,NA,NA,NA,477,477,477,,,Scap_29E04_ad_02387,Scap_2C01_ad_02101,,,Scap_6C02_adm_02386,,,,,,,,,,,,,,Scap_DM3F02_a_02367,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
group_825,,hypothetical protein,4,4,1,1,1214,NA,NA,NA,510,510,510,,,,,,,,Scap_6C05_adm_01896,,,,Scap_DM16A07__00661,,Scap_DM21F09__01270,,,Scap_DM23E01__00673,,,,,,1034809.SLUG_08280,8.55e-73,223,"2BZR2@1|root,34C72@2|Bacteria,1W2ZQ@1239|Firmicutes,4HZKJ@91061|Bacilli,4GZR6@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hxlA_2,hxlA_2,3-hexulose-6-phosphate synthase,4,4,1,1,1050,NA,NA,NA,633,633,633,iT_Sepi_28B01_02359,iT_Shom_28A10_02450,,,,,,,,Scap_DM01A05__02460,,,,,,,,,,,,Scap_LM7D7_a_02459,904314.SEVCU012_1732,2.91e-139,394,"COG0269@1|root,COG0269@2|Bacteria,1TQ55@1239|Firmicutes,4HBMT@91061|Bacilli,4GXBF@90964|Staphylococcaceae",91061|Bacilli,G,Catalyzes the condensation of ribulose 5-phosphate with formaldehyde to form 3-hexulose 6-phosphate,hxlA,"GO:0003674,GO:0003824,GO:0004590,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006081,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006730,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009636,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0016832,GO:0016999,GO:0017144,GO:0018130,GO:0019647,GO:0019649,GO:0019856,GO:0034641,GO:0042221,GO:0043801,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046292,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.1.2.43,ko:K08093,"ko00030,ko00680,ko01100,ko01120,ko01200,ko01230,map00030,map00680,map01100,map01120,map01200,map01230","M00345,M00580",R05338,"RC00421,RC00422","ko00000,ko00001,ko00002,ko01000",-,-,-,OMPdecase
group_690,,TetR/AcrR family transcriptional regulator,4,4,1,1,1024,NA,NA,NA,648,648,648,,,,Scap_2C01_ad_00038,,,,Scap_6C05_adm_00004,,,,,,,,,Scap_DM23E01__00004,Scap_DM23E05__01374,,,,,435838.HMPREF0786_01619,2.6e-149,420,"COG1309@1|root,COG1309@2|Bacteria,1V3R8@1239|Firmicutes,4HBEK@91061|Bacilli,4GZWF@90964|Staphylococcaceae",91061|Bacilli,K,"Bacterial regulatory proteins, tetR family",-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
group_681,,HXXEE domain-containing protein,4,4,1,1,1014,NA,NA,NA,654,654,654,,,,Scap_2C01_ad_00039,,,,Scap_6C05_adm_00005,,,,,,,,,Scap_DM23E01__00005,Scap_DM23E05__01373,,,,,435838.HMPREF0786_01618,1.29e-150,424,"2BZXU@1|root,2Z8H1@2|Bacteria,1TSWU@1239|Firmicutes,4HCEJ@91061|Bacilli",91061|Bacilli,S,Protein of unknown function with HXXEE motif,-,-,-,-,-,-,-,-,-,-,-,-,HXXEE
group_658,,IS6 family transposase,4,4,1,1,981,NA,NA,NA,675,675,675,,iT_Shom_28A10_02430,,,Scap_2C12_adm_02370,,,,,,,,Scap_DM18D08__02360,,Scap_DM21G11_00166,,,,,,,,279808.SH0093,1.34e-160,449,"COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,4GX8U@90964|Staphylococcaceae",91061|Bacilli,L,COG3316 Transposase and inactivated derivatives,tnp1216,-,-,ko:K07498,-,-,-,-,ko00000,-,-,-,DDE_Tnp_IS240
group_617,,hypothetical protein,4,4,1,1,928,NA,NA,NA,714,714,714,,,,,,,,Scap_6C05_adm_00031,,,,Scap_DM16A07__00032,,,,,Scap_DM23E01__00033,Scap_DM23E05__01345,,,,,435838.HMPREF0786_01590,1.33e-139,398,"COG1388@1|root,COG1388@2|Bacteria,1UVCU@1239|Firmicutes,4HRHH@91061|Bacilli,4H09W@90964|Staphylococcaceae",91061|Bacilli,M,LPXTG cell wall anchor motif,-,-,-,ko:K14196,"ko05150,map05150",-,-,-,"ko00000,ko00001",-,-,-,"Gram_pos_anchor,LysM,YSIRK_signal"
group_616,,hypothetical protein,4,4,1,1,927,NA,NA,NA,714,714,714,iT_Sepi_28B01_02330,iT_Shom_28A10_02359,,,,,,,,,,,,,Scap_DM21G11_02410,,,,,,,Scap_LM7D7_a_02475,1229783.C273_11086,1.91e-140,399,"29I84@1|root,30556@2|Bacteria,1TXQN@1239|Firmicutes,4I6S0@91061|Bacilli,4GYJC@90964|Staphylococcaceae",91061|Bacilli,S,"Protein of unknown function, DUF536",-,-,-,-,-,-,-,-,-,-,-,-,DUF536
group_607,,LysR family transcriptional regulator,4,4,1,1,917,NA,NA,NA,723,723,723,,,,Scap_2C01_ad_02316,,,,Scap_6C05_adm_01496,,,,,,,,Scap_DM21G12__02200,Scap_DM23E01__01707,,,,,,435838.HMPREF0786_01776,6.77e-165,462,"COG0583@1|root,COG0583@2|Bacteria,1UXP3@1239|Firmicutes,4I30X@91061|Bacilli,4H0SC@90964|Staphylococcaceae",91061|Bacilli,K,"Bacterial regulatory helix-turn-helix protein, lysR family",-,-,-,-,-,-,-,-,-,-,-,-,HTH_1
group_570,,AP2 domain-containing protein,4,4,1,1,868,NA,NA,NA,765,765,765,,,,,,,,Scap_6C05_adm_01914,,,,Scap_DM16A07__00677,,Scap_DM21F09__01254,,,Scap_DM23E01__00689,,,,,,279808.SH2380,6.52e-72,227,"29NJF@1|root,309HB@2|Bacteria,1U53F@1239|Firmicutes,4HYSC@91061|Bacilli,4H01H@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AP2
group_567,,hypothetical protein,4,4,1,1,865,NA,NA,NA,768,768,768,,,,,,,,Scap_6C05_adm_01915,,,,Scap_DM16A07__00678,,Scap_DM21F09__01253,,,Scap_DM23E01__00690,,,,,,1405498.SSIM_07520,2.71e-83,256,"COG3935@1|root,COG3935@2|Bacteria,1TSHD@1239|Firmicutes,4HIGY@91061|Bacilli,4GYXQ@90964|Staphylococcaceae",91061|Bacilli,L,Conserved phage C-terminus (Phg_2220_C),-,-,-,-,-,-,-,-,-,-,-,-,DnaB_2
group_547,,ParA family protein,4,4,1,1,837,NA,NA,NA,792,792,792,,,,,Scap_2C12_adm_02417,,,,Scap_9C11_adm_02441,Scap_DM01A05__02481,,,,,,,,,,,,Scap_LM7D7_a_02438,1232666.JANE01000106_gene801,4.59e-176,492,"COG1192@1|root,COG1192@2|Bacteria,1TP8S@1239|Firmicutes,4HAYM@91061|Bacilli,4GYPJ@90964|Staphylococcaceae",91061|Bacilli,D,Cellulose biosynthesis protein BcsQ,-,-,-,-,-,-,-,-,-,-,-,-,AAA_31
group_538,,ParA family protein,4,4,1,1,827,NA,NA,NA,795,795,795,,iT_Shom_28A10_02413,,,,,,,,,,,Scap_DM18D08__02315,,Scap_DM21G11_00146,,,,,Scap_DM34E02__02396,,,342451.SSPP124,3.99e-166,467,"COG1192@1|root,COG1192@2|Bacteria,1TP8S@1239|Firmicutes,4HAYM@91061|Bacilli,4GYPJ@90964|Staphylococcaceae",91061|Bacilli,D,Cellulose biosynthesis protein BcsQ,-,-,-,-,-,-,-,-,-,-,-,-,AAA_31
group_515,,bifunctional DNA primase/polymerase,4,4,1,1,793,NA,NA,NA,822,822,822,,,,Scap_2C01_ad_02327,,,,Scap_6C05_adm_01506,,Scap_DM01A05__01661,,,,,,,Scap_DM23E01__01717,,,,,,435838.HMPREF0786_01766,4.71e-199,551,"COG3378@1|root,COG3378@2|Bacteria,1V4PM@1239|Firmicutes,4HHZK@91061|Bacilli,4GYMB@90964|Staphylococcaceae",91061|Bacilli,S,"Bifunctional DNA primase/polymerase, N-terminal",-,-,-,-,-,-,-,-,-,-,-,-,Prim-Pol
yidC_3,yidC_3,membrane protein insertase YidC,4,4,1,1,776,NA,NA,NA,834,834,834,,iT_Shom_28A10_02444,,,,,,,,,,,Scap_DM18D08__02326,,Scap_DM21G11_00157,,,,,Scap_DM34E02__02400,,,861530.ALOZ01000022_gene155,5.56e-145,415,"COG0706@1|root,COG0706@2|Bacteria,1TSDN@1239|Firmicutes,4HCC8@91061|Bacilli,4GYBK@90964|Staphylococcaceae",91061|Bacilli,U,"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins",yidC,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0032977,GO:0033036,GO:0042886,GO:0044425,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944",-,ko:K03217,"ko02024,ko03060,ko03070,map02024,map03060,map03070",M00335,-,-,"ko00000,ko00001,ko00002,ko02044,ko03029",2.A.9,-,-,60KD_IMP
group_427,,NADP-dependent oxidoreductase,4,4,1,1,654,NA,NA,NA,933,933,933,,iT_Shom_28A10_02415,,,,,,,,,,,Scap_DM18D08__02317,,Scap_DM21G11_00148,,,,,Scap_DM34E02__02394,,,1159488.SEQMU2_14655,3.52e-224,617,"COG0604@1|root,COG0604@2|Bacteria,1TQ0M@1239|Firmicutes,4HA8M@91061|Bacilli,4GYTR@90964|Staphylococcaceae",91061|Bacilli,C,Zinc-binding dehydrogenase,cryZ,-,1.1.1.1,ko:K00001,"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",-,"R00623,R00754,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310","RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273","ko00000,ko00001,ko01000",-,-,-,"ADH_N,ADH_zinc_N_2"
group_404,,replication initiator protein A,4,4,1,1,622,NA,NA,NA,954,954,954,iT_Sepi_28B01_02331,iT_Shom_28A10_02360,,,,,,,,,,,,,Scap_DM21G11_02411,,,,,,,Scap_LM7D7_a_02476,1229783.C273_11091,6.63e-210,582,"2DBC6@1|root,2Z8BZ@2|Bacteria,1TQXM@1239|Firmicutes,4IQUN@91061|Bacilli,4GY94@90964|Staphylococcaceae",91061|Bacilli,S,Replication initiator protein A (RepA) N-terminus,-,-,-,-,-,-,-,-,-,-,-,-,RepA_N
group_349,,nuclease,4,4,1,1,547,NA,NA,NA,1011,1011,1011,,,,,Scap_2C12_adm_02416,,,,Scap_9C11_adm_02440,Scap_DM01A05__02480,,,,,,,,,,,,Scap_LM7D7_a_02439,1232666.JANE01000106_gene800,1.96e-77,247,"2DBC6@1|root,2Z8BZ@2|Bacteria,1TQXM@1239|Firmicutes,4IQUN@91061|Bacilli,4GY94@90964|Staphylococcaceae",91061|Bacilli,S,Replication initiator protein A (RepA) N-terminus,-,-,-,-,-,-,-,-,-,-,-,-,-
group_332,,IS200/IS605 family transposase ISLhe65,4,4,1,1,524,NA,NA,NA,1047,1047,1047,,,,,,,,Scap_6C05_adm_02437,,,,Scap_DM16A07__02444,,,,,Scap_DM23E01__02413,Scap_DM23E05__02352,,,,,435838.HMPREF0786_01871,7.6e-257,704,"COG0675@1|root,COG0675@2|Bacteria,1TRNY@1239|Firmicutes,4HBKP@91061|Bacilli,4GZTW@90964|Staphylococcaceae",91061|Bacilli,L,Probable transposase,-,-,-,ko:K07496,-,-,-,-,ko00000,-,-,-,"OrfB_IS605,OrfB_Zn_ribbon"
group_310,,IS110 family transposase,4,4,1,1,495,NA,NA,NA,1074,1074,1074,,,,,,,,Scap_6C05_adm_02454,,,,Scap_DM16A07__02467,,,,,Scap_DM23E01__02396,Scap_DM23E05__02369,,,,,435838.HMPREF0786_01886,1.85e-247,679,"COG3547@1|root,COG3547@2|Bacteria,1TR6E@1239|Firmicutes,4HCAZ@91061|Bacilli,4GY1M@90964|Staphylococcaceae",91061|Bacilli,L,transposase IS116 IS110 IS902 family,-,-,-,-,-,-,-,-,-,-,-,-,"DEDD_Tnp_IS110,Transposase_20"
group_293,,helix-turn-helix domain-containing protein,4,4,1,1,471,NA,NA,NA,1101,1101,1101,,iT_Shom_28A10_02443,,,,,,,,,,,Scap_DM18D08__02325,,Scap_DM21G11_00156,,,,,Scap_DM34E02__02399,,,342451.SSP2385,1.97e-108,322,"COG1396@1|root,COG1396@2|Bacteria,1UJ1K@1239|Firmicutes,4ITAF@91061|Bacilli",91061|Bacilli,K,Helix-turn-helix XRE-family like proteins,-,-,-,-,-,-,-,-,-,-,-,-,HTH_3
group_2458,,hypothetical protein,3,3,1,51,1,NA,NA,NA,423,423,423,,,,Scap_2C01_ad_02457,,,,,,,,,,,,,Scap_DM23E01__02466,Scap_DM23E05__02431,,,,,1229783.C273_11600,1.98e-43,146,"29IHT@1|root,305F1@2|Bacteria,1TY4I@1239|Firmicutes,4I77N@91061|Bacilli,4H04T@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_2454,,recombinase family protein,3,3,1,47,1,NA,NA,NA,495,579,551,,,,,,,,,,,,,Scap_DM18D08__02353,,Scap_DM21G11_00206,,,,,Scap_DM34E02__02411,,,1167632.AJTR01000009_gene931,1.87e-133,378,"COG1961@1|root,COG1961@2|Bacteria,1UZT3@1239|Firmicutes,4HCR8@91061|Bacilli,4GYM3@90964|Staphylococcaceae",91061|Bacilli,L,"Resolvase, N terminal domain",binR,-,-,-,-,-,-,-,-,-,-,-,"HTH_7,Resolvase"
group_2436,,IS6 family transposase,3,3,1,40,1,NA,NA,NA,675,675,675,,,,,,,,,8_refound_14,,,,,,Scap_DM21G11_02418,,,,,,,Scap_LM7D7_a_00048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
group_2372,,ABC transporter ATP-binding protein,3,3,1,11,4,NA,NA,NA,630,630,630,,,Scap_29E04_ad_02377,,,Scap_58D05_ad_02374,,,,,,,,Scap_DM21F09__02440,,,,,,,,,1229783.C273_02443,1.44e-97,289,"COG1136@1|root,COG1136@2|Bacteria,1TPBJ@1239|Firmicutes,4HFUH@91061|Bacilli,4GXV8@90964|Staphylococcaceae",91061|Bacilli,V,"ABC transporter, ATP-binding protein",-,-,-,-,-,-,-,-,-,-,-,-,ABC_tran
group_2371,,hypothetical protein,3,3,1,11,3,NA,NA,NA,303,303,303,,,Scap_29E04_ad_02380,,,Scap_58D05_ad_02377,,,,,,,,Scap_DM21F09__02443,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
group_2370,,hypothetical protein,3,3,1,11,2,NA,NA,NA,2043,2043,2043,,,Scap_29E04_ad_02378,,,Scap_58D05_ad_02375,,,,,,,,Scap_DM21F09__02441,,,,,,,,,1229783.C273_02438,3.73e-122,374,"COG4652@1|root,COG4652@2|Bacteria,1V0A8@1239|Firmicutes,4HI0H@91061|Bacilli",91061|Bacilli,S,bacteriocin-associated integral membrane protein,-,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,DUF1430
group_2369,,hypothetical protein,3,3,1,11,1,NA,NA,NA,393,393,393,,,Scap_29E04_ad_02379,,,Scap_58D05_ad_02376,,,,,,,,Scap_DM21F09__02442,,,,,,,,,1229783.C273_02428,6.46e-54,172,"2DYWB@1|root,34BEV@2|Bacteria,1W0VN@1239|Firmicutes,4HYFA@91061|Bacilli",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lactococcin_972
group_2364,,hypothetical protein,3,3,1,8,4,NA,NA,NA,123,246,164,,,,,,,,,,,,Scap_DM16A07__02481,,,,,Scap_DM23E01__02468,Scap_DM23E05__02429,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
group_2328,,hypothetical protein,3,3,1,1,3071,NA,NA,NA,582,585,583,,,,,,,,,,,,Scap_DM16A07__02241,,,Scap_DM21G11_01935,,,Scap_DM23E05__01387,,,,,904314.SEVCU012_0858,2.64e-134,380,"29IMH@1|root,305IS@2|Bacteria,1TY9T@1239|Firmicutes,4I7DE@91061|Bacilli,4H0EN@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_2326,,ERF family protein,3,3,1,1,3069,NA,NA,NA,654,672,660,,,,,Scap_2C12_adm_02293,,,,Scap_9C11_adm_02277,,,,,,,,,,,,,Scap_LM7D7_a_01786,1197953.I6T7Q2_9CAUD,1.5e-152,429,"4QBFR@10239|Viruses,4QV1E@35237|dsDNA viruses  no RNA stage,4QPRX@28883|Caudovirales,4QKMP@10699|Siphoviridae",10699|Siphoviridae,S,ERF superfamily,-,-,-,-,-,-,-,-,-,-,-,-,ERF
group_2320,,chordopoxvirus fusion protein,3,3,1,1,3063,NA,NA,NA,276,282,280,,,,,Scap_2C12_adm_02295,,,,Scap_9C11_adm_02275,,,,,,,,,,,,,Scap_LM7D7_a_01788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
group_2302,,hypothetical protein,3,3,1,1,3045,NA,NA,NA,213,213,213,,,,,,,,,Scap_9C11_adm_02273,,,,,Scap_DM21F09__02199,,,,,,,,Scap_LM7D7_a_01790,435838.HMPREF0786_00896,1.85e-48,154,"2BNE2@1|root,32H1P@2|Bacteria,1VHC0@1239|Firmicutes,4I4HC@91061|Bacilli,4H06C@90964|Staphylococcaceae",91061|Bacilli,S,Domain of unknown function (DUF771),-,-,-,-,-,-,-,-,-,-,-,-,DUF771
group_2285,,hypothetical protein,3,3,1,1,3026,NA,NA,NA,156,156,156,,,,,,Scap_58D05_ad_01763,,,,,,Scap_DM16A07__02233,,,,,,Scap_DM23E05__01396,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
group_2284,,pathogenicity island protein,3,3,1,1,3025,NA,NA,NA,213,213,213,,,,,,Scap_58D05_ad_01762,,,,,,Scap_DM16A07__02234,,,,,,Scap_DM23E05__01395,,,,,596319.STAWA0001_2444,6.31e-38,127,"29IDR@1|root,305AX@2|Bacteria,1TXZ2@1239|Firmicutes,4I721@91061|Bacilli,4GZU4@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_2269,,transcriptional regulator,3,3,1,1,3010,NA,NA,NA,420,420,420,,,,,Scap_2C12_adm_02274,,,,Scap_9C11_adm_02386,Scap_DM01A05__00034,,,,,,,,,,,,,320834.Q4ZDN6_9CAUD,1.17e-74,225,"4QD4X@10239|Viruses,4QUYY@35237|dsDNA viruses  no RNA stage,4QSI5@28883|Caudovirales,4QM9R@10699|Siphoviridae",10699|Siphoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
group_2266,,phBC6A51 family helix-turn-helix protein,3,3,1,1,3007,NA,NA,NA,378,378,378,,,,,Scap_2C12_adm_02271,,,,Scap_9C11_adm_02385,Scap_DM01A05__00035,,,,,,,,,,,,,1197953.I6TG19_9CAUD,1.05e-66,204,"4QBI8@10239|Viruses,4QWHP@35237|dsDNA viruses  no RNA stage,4QTFZ@28883|Caudovirales,4QKPE@10699|Siphoviridae",10699|Siphoviridae,S,Helix-turn-helix of insertion element transposase,-,-,-,-,-,-,-,-,-,-,-,-,HTH_Tnp_1_2
group_2265,,terminase,3,3,1,1,3006,NA,NA,NA,1074,1287,1216,,,,,Scap_2C12_adm_02270,,,,Scap_9C11_adm_02384,Scap_DM01A05__00036,,,,,,,,,,,,,1147042.H9A0U5_9CAUD,8.17e-275,756,"4QARF@10239|Viruses,4QZ65@35237|dsDNA viruses  no RNA stage,4QSYZ@28883|Caudovirales,4QM3S@10699|Siphoviridae",10699|Siphoviridae,S,Phage terminase large subunit,-,-,-,-,-,-,-,-,-,-,-,-,"Terminase_3,Terminase_3C"
group_2242,,BppU family phage baseplate upper protein,3,4,1.3333333333333333,1,2977,NA,NA,NA,366,1659,1241.25,,,,,Scap_2C12_adm_02245;Scap_2C12_adm_02246,,,,Scap_9C11_adm_02464,,,,,,,,,,,,,Scap_LM7D7_a_01741,435838.HMPREF0786_00854,2.5e-91,297,"COG3064@1|root,COG3064@2|Bacteria,1UI3E@1239|Firmicutes",1239|Firmicutes,M,Collagen triple helix repeat (20 copies),-,-,-,-,-,-,-,-,-,-,-,-,"Collagen,DUF2479"
